Projekt-Nummer: 20250999
Projektname: Musterstraﬂe
Versuchs-Nummer: CPTU 1
Kundenname: -
Ort: Musterhausen
Datum: 29.03.2025
Konus-Nummer: xxxxxx.Sxxxxx
Gel‰ndekante: 0,00
Wasserspiegel: 0,00
Vorbohrwerte: 0,00
E Coordinate: 0,000
N Coordinate: 0,000

Tiefe     qc        fs        u2        I         Rf        qt        ic        Su_min    Su_max    soilfr    soilbq    soilavg   IFA       
          [MPa]     [MPa]     [MPa]     [∞]       [%]       [MPa]               [kPa]     [kPa]                                   [∞]       

5,65      1,99      0,022     0,395     2,0       1,10      2,065     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,830    
5,66      1,98      0,022     0,395     2,1       1,09      2,061     2,26      UNDEF     UNDEF     5,0       5,0       5,0       34,810    
5,67      1,98      0,022     0,395     2,1       1,09      2,058     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,780    
5,68      1,98      0,022     0,395     2,1       1,10      2,058     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,770    
5,69      1,97      0,022     0,395     2,1       1,10      2,054     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,740    
5,70      1,97      0,022     0,395     2,0       1,10      2,050     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,720    
5,71      1,97      0,022     0,396     2,1       1,10      2,050     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,710    
5,72      1,97      0,022     0,396     2,0       1,11      2,046     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,680    
5,73      1,96      0,022     0,396     2,1       1,11      2,042     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,660    
5,74      1,96      0,022     0,396     2,1       1,11      2,041     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,640    
5,75      1,96      0,022     0,397     2,0       1,11      2,042     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,630    
5,76      1,96      0,022     0,397     2,1       1,11      2,042     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,620    
5,77      1,96      0,022     0,400     2,1       1,10      2,043     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,610    
5,78      1,97      0,022     0,401     2,1       1,09      2,047     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,610    
5,79      1,97      0,021     0,401     2,1       1,07      2,046     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,590    
5,80      1,97      0,021     0,401     2,1       1,04      2,047     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,580    
5,81      1,97      0,020     0,402     2,2       1,01      2,047     2,26      UNDEF     UNDEF     5,0       5,0       5,0       34,570    
5,82      1,97      0,020     0,405     2,1       0,99      2,052     2,25      UNDEF     UNDEF     5,0       5,0       5,0       34,570    
5,83      1,98      0,020     0,407     2,1       0,98      2,064     2,25      UNDEF     UNDEF     5,0       5,0       5,0       34,600    
5,84      1,98      0,020     0,407     2,0       0,99      2,064     2,25      UNDEF     UNDEF     5,0       5,0       5,0       34,580    
5,85      1,99      0,019     0,410     2,1       0,93      2,072     2,23      UNDEF     UNDEF     5,0       5,0       5,0       34,600    
5,86      2,02      0,018     0,415     2,2       0,93      2,100     2,23      UNDEF     UNDEF     5,0       5,0       5,0       34,670    
5,87      2,06      0,018     0,420     2,1       0,93      2,140     2,21      UNDEF     UNDEF     5,0       5,0       5,0       34,780    
5,88      2,07      0,018     0,422     2,2       0,93      2,152     2,21      UNDEF     UNDEF     5,0       5,0       5,0       34,800    
5,89      2,06      0,018     0,422     2,2       0,93      2,141     2,22      UNDEF     UNDEF     5,0       5,0       5,0       34,750    
5,90      2,02      0,018     0,419     2,2       0,93      2,105     2,23      UNDEF     UNDEF     5,0       5,0       5,0       34,630    
5,91      1,97      0,018     0,413     2,1       0,94      2,053     2,24      UNDEF     UNDEF     5,0       5,0       5,0       34,460    
5,92      1,94      0,019     0,412     2,1       0,95      2,022     2,26      UNDEF     UNDEF     5,0       5,0       5,0       34,350    
5,93      1,92      0,019     0,412     2,1       0,94      2,007     2,26      UNDEF     UNDEF     5,0       5,0       5,0       34,290    
5,94      1,91      0,019     0,412     2,2       0,96      1,991     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,230    
5,95      1,91      0,019     0,412     2,1       0,98      1,991     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,220    
5,96      1,91      0,020     0,412     2,1       1,00      1,991     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,200    
5,97      1,91      0,020     0,412     2,1       1,03      1,991     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,190    
5,98      1,91      0,020     0,412     2,2       1,04      1,991     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,180    
5,99      1,91      0,020     0,412     2,1       1,05      1,991     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,170    
6,00      1,91      0,021     0,412     2,1       1,06      1,991     2,30      UNDEF     UNDEF     5,0       5,0       5,0       34,160    
6,01      1,91      0,021     0,416     2,2       1,07      1,996     2,30      UNDEF     UNDEF     5,0       5,0       5,0       34,160    
6,02      1,92      0,022     0,415     2,1       1,12      1,999     2,31      UNDEF     UNDEF     5,0       5,0       5,0       34,160    
6,03      1,91      0,023     0,416     2,2       1,20      1,997     2,33      UNDEF     UNDEF     5,0       5,0       5,0       34,140    
6,04      1,92      0,024     0,418     2,1       1,21      2,004     2,33      UNDEF     UNDEF     5,0       5,0       5,0       34,150    
6,05      1,93      0,024     0,423     2,2       1,20      2,011     2,33      UNDEF     UNDEF     5,0       5,0       5,0       34,160    
6,06      1,94      0,024     0,429     2,2       1,20      2,025     2,32      UNDEF     UNDEF     5,0       5,0       5,0       34,190    
6,07      1,97      0,024     0,433     2,1       1,19      2,057     2,31      UNDEF     UNDEF     5,0       5,0       5,0       34,280    
6,08      1,97      0,024     0,435     2,1       1,19      2,062     2,31      UNDEF     UNDEF     5,0       5,0       5,0       34,280    
6,09      1,99      0,024     0,438     2,1       1,18      2,078     2,31      UNDEF     UNDEF     5,0       5,0       5,0       34,310    
6,10      2,03      0,024     0,448     2,2       1,17      2,123     2,30      UNDEF     UNDEF     5,0       5,0       5,0       34,430    
6,11      2,06      0,024     0,448     2,2       1,17      2,146     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,490    
6,12      2,05      0,024     0,448     2,2       1,16      2,142     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,470    
6,13      2,05      0,024     0,450     2,1       1,15      2,145     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,470    
6,14      2,06      0,024     0,451     2,1       1,15      2,147     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,460    
6,15      2,06      0,024     0,454     2,2       1,15      2,153     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,470    
6,16      2,07      0,024     0,457     2,1       1,16      2,163     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,480    
6,17      2,15      0,024     0,467     2,2       1,17      2,247     2,27      UNDEF     UNDEF     5,0       5,0       5,0       34,710    
6,18      2,11      0,024     0,466     2,1       1,17      2,208     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,590    
6,19      2,11      0,024     0,464     2,2       1,18      2,201     2,28      UNDEF     UNDEF     5,0       5,0       5,0       34,560    
6,20      2,10      0,024     0,464     2,2       1,18      2,196     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,530    
6,21      2,10      0,024     0,462     2,2       1,19      2,195     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,520    
6,22      2,09      0,024     0,461     2,2       1,20      2,179     2,29      UNDEF     UNDEF     5,0       5,0       5,0       34,460    
6,23      2,08      0,024     0,456     2,1       1,20      2,167     2,30      UNDEF     UNDEF     5,0       5,0       5,0       34,420    
6,24      1,99      0,024     0,445     2,2       1,21      2,075     2,33      UNDEF     UNDEF     5,0       5,0       5,0       34,130    
6,25      1,95      0,024     0,441     2,2       1,21      2,040     2,34      UNDEF     UNDEF     5,0       5,0       5,0       34,010    
6,26      1,93      0,024     0,441     2,2       1,22      2,016     2,35      UNDEF     UNDEF     5,0       5,0       5,0       33,920    
6,27      1,91      0,024     0,441     2,1       1,22      1,997     2,35      UNDEF     UNDEF     5,0       5,0       5,0       33,840    
6,28      1,89      0,024     0,441     2,2       1,23      1,977     2,36      UNDEF     UNDEF     5,0       5,0       5,0       33,770    
6,29      1,88      0,024     0,441     2,2       1,23      1,973     2,36      UNDEF     UNDEF     5,0       5,0       5,0       33,740    
6,30      1,88      0,024     0,441     2,2       1,24      1,973     2,36      UNDEF     UNDEF     5,0       5,0       5,0       33,730    
6,31      1,88      0,024     0,442     2,2       1,26      1,973     2,37      UNDEF     UNDEF     5,0       5,0       5,0       33,720    
6,32      1,89      0,025     0,445     2,2       1,27      1,977     2,37      UNDEF     UNDEF     5,0       5,0       5,0       33,720    
6,33      1,89      0,025     0,451     2,2       1,32      1,983     2,37      UNDEF     UNDEF     5,0       5,0       5,0       33,720    
6,34      1,91      0,026     0,454     2,1       1,37      2,003     2,38      UNDEF     UNDEF     5,0       5,0       5,0       33,780    
6,35      1,93      0,029     0,457     2,2       1,50      2,019     2,40      UNDEF     UNDEF     5,0       5,0       5,0       33,820    
6,36      1,95      0,035     0,461     2,2       1,81      2,043     2,44      UNDEF     UNDEF     5,0       5,0       5,0       33,880    
6,37      1,96      0,042     0,462     2,2       2,10      2,048     2,48      UNDEF     UNDEF     5,0       5,0       5,0       33,880    
6,38      1,96      0,047     0,464     2,2       2,33      2,052     2,52      73,540    91,930    4,0       5,0       5,0       33,890    
6,39      1,96      0,048     0,465     2,2       2,27      2,056     2,52      73,690    92,110    4,0       5,0       5,0       33,890    
6,40      1,97      0,048     0,468     2,2       2,17      2,064     2,52      73,990    92,490    4,0       5,0       5,0       33,900    
6,41      1,97      0,048     0,469     2,2       2,02      2,068     2,52      74,140    92,670    4,0       5,0       5,0       33,910    
6,42      1,97      0,048     0,470     2,2       1,84      2,067     2,52      74,050    92,570    4,0       5,0       5,0       33,890    
6,43      1,97      0,048     0,472     2,2       1,68      2,068     2,52      74,090    92,610    4,0       5,0       5,0       33,880    
6,44      1,97      0,050     0,478     2,2       1,58      2,070     2,53      74,120    92,640    4,0       5,0       5,0       33,870    
6,45      2,11      0,051     0,489     2,2       1,50      2,208     2,49      79,540    99,430    4,0       5,0       5,0       34,280    
6,46      2,56      0,060     0,608     2,2       1,68      2,679     2,42      UNDEF     UNDEF     5,0       5,0       5,0       35,450    
6,47      2,69      0,089     0,637     2,2       2,39      2,813     2,50      102,500   128,100   4,0       5,0       5,0       35,740    
6,48      3,49      0,104     0,797     2,2       2,66      3,648     2,39      UNDEF     UNDEF     5,0       5,0       5,0       37,280    
6,49      4,16      0,106     0,945     2,3       2,59      4,346     2,28      UNDEF     UNDEF     5,0       5,0       5,0       38,280    
6,50      5,01      0,106     1,162     2,2       2,50      5,247     2,16      UNDEF     UNDEF     5,0       5,0       5,0       39,310    
6,51      6,46      0,107     1,329     2,2       2,42      6,725     2,01      UNDEF     UNDEF     6,0       0,0       0,0       UNDEF     
6,52      6,83      0,107     1,006     2,3       2,32      7,029     1,98      UNDEF     UNDEF     6,0       6,0       6,0       40,950    
6,53      6,56      0,109     0,837     2,3       2,28      6,732     2,02      UNDEF     UNDEF     6,0       6,0       6,0       40,740    
6,54      6,34      0,111     0,802     2,2       2,26      6,499     2,04      UNDEF     UNDEF     5,0       6,0       6,0       40,540    
6,55      5,64      0,123     0,725     2,3       2,46      5,789     2,15      UNDEF     UNDEF     5,0       6,0       6,0       39,910    
6,56      5,40      0,123     0,686     2,2       2,43      5,533     2,18      UNDEF     UNDEF     5,0       6,0       6,0       39,660    
6,57      5,26      0,123     0,487     2,2       2,41      5,361     2,20      UNDEF     UNDEF     5,0       6,0       6,0       39,520    
